Rank,Title,Ticker,Industry,Sector,HQ Location,Years on list,CEO,EPS,Employees,Revenues,Profits,Image URL,Website,geoCode
835,Tupperware Brands,TUP,Household and Personal Products,Household Products,"Orlando, FL",-,E. V. Goings,4.2,13100,2606,214,,http://www.tupperwarebrands.com,FL
836,Westar Energy,WR,Utilities: Gas and Electric,Energy,"Topeka, KS",-,Mark A. Ruelle,2.35,2411,2602,313,,http://www.westarenergy.com,KS
837,Albemarle,ALB,Chemicals,Chemicals,"Baton Rouge, LA",-,Luther C. Kissam IV,1.69,3625,2600,133,,http://www.albemarle.com,LA
838,AptarGroup,ATR,"Packaging, Containers",Materials,"Crystal Lake, IL",-,Stephen J. Hagge,2.85,13000,2598,192,,http://www.aptar.com,IL
839,Pinnacle Foods,PF,Food Consumer Products,"Food, Beverages & Tobacco","Parsippany, NJ",-,Robert J. Gamgort,2.13,4000,2591,248,,http://www.pinnaclefoods.com,NJ
840,Penn National Gaming,PENN,"Hotels, Casinos, Resorts","Hotels, Resturants & Leisure","Wyomissing, PA",-,Timothy J. Wilmott,-2.97,16650,2591,-233,,http://www.pngaming.com,PA
841,J.Crew Group,,Specialty Retailers: Apparel,Retailing,"New York, NY",-,Millard Drexler,-,10650,2580,-658,,http://www.jcrew.com,NY
842,Vantiv,VNTV,Financial Data Services,Business Services,"Symmes Township, OH",-,Charles D. Drucker,0.75,3299,2577,125,,http://www.vantiv.com,OH
843,Kansas City Southern,KSU,Railroads,Transportation,"Kansas City, MO",-,David L. Starling,4.55,6464,2577,503,,http://www.kcsouthern.com,MO
844,Caleres,CAL,Specialty Retailers: Apparel,Retailing,"St. Louis, MO",-,Diane M. Sullivan,1.89,11000,2572,83,,http://www.caleres.com,MO
845,Nu Skin Enterprises,NUS,Household and Personal Products,Household Products,"Provo, UT",-,M. Truman Hunt,3.11,24350,2570,189,,http://www.nuskinenterprises.com,UT
846,Great Plains Energy,GXP,Utilities: Gas and Electric,Energy,"Kansas City, MO",-,Terry D. Bassham,1.57,2935,2568,243,,http://www.greatplainsenergy.com,MO
847,Kirby,KEX,zMiscellaneous,Transportation,"Houston, TX",-,David W. Grzebinski,4.93,4675,2566,282,,http://www.kirbycorp.com,TX
848,General Growth Properties,GGP,Real estate,Financials,"Chicago, IL",-,Sandeep Mathrani,0.69,1800,2563,666,,http://www.ggp.com,IL
849,Broadridge Financial Solutions,BR,Financial Data Services,Business Services,"Lake Success, NY",-,Richard J. Daly,2.12,6700,2558,263,,http://www.broadridge.com,NY
850,Stericycle,SRCL,Waste Management,Business Services,"Lake Forest, IL",-,Charles A. Alutto,3.79,17687,2556,327,,http://www.stericycle.com,IL
851,Global Payments,GPN,Financial Data Services,Business Services,"Atlanta, GA",-,Jeffrey S. Sloan,3.37,4135,2554,245,,http://www.globalpaymentsinc.com,GA
852,Nortek,NTK,Industrial Machinery,Industrials,"Providence, RI",-,Michael J. Clarke,-2.92,11200,2546,-46,,http://www.nortekinc.com,RI
853,Schnitzer Steel Industries,SCHN,Metals,Materials,"Portland, OR",-,Tamara L. Lundgren,0.22,3371,2544,6,,http://www.schnitzersteel.com,OR
854,Universal,UVV,Tobacco,"Food, Beverages & Tobacco","Richmond, VA",-,George C. Freeman III,5.25,26000,2542,149,,http://www.universalcorp.com,VA
855,ANN,ANN,Specialty Retailers: Apparel,Retailing,"New York, NY",-,Katherine L. Krill,1.46,11525,2534,68,,http://www.anninc.com,NY
856,Hologic,HOLX,Medical Products and Equipment,Health Care,"Bedford, MA",-,Stephen P. MacMillan,0.06,5351,2531,17,,http://www.hologic.com,MA
857,Panera Bread,PNRA,Food Services,"Hotels, Resturants & Leisure","St. Louis, MO",-,Ronald M. Shaich,6.64,35450,2529,179,,http://www.panerabread.com,MO
858,AOL,AOL,Internet Services and Retailing,Technology,"New York, NY",-,Timothy M. Armstrong,1.51,4500,2527,126,,http://www.corp.aol.com,NY
859,SM Energy,SM,"Mining, Crude-Oil Production",Energy,"Denver, CO",-,Javan D. Ottoson,9.79,896,2522,666,,http://www.sm-energy.com,CO
860,Paychex,PAYX,Diversified Outsourcing Services,Business Services,"Rochester, NY",-,Martin Mucci,1.71,12700,2519,628,,http://www.paychex.com,NY
861,PriceSmart,PSMT,Specialty Retailers: Other,Retailing,"San Diego, CA",-,Jose Luis Laparte,3.07,6772,2518,93,,http://www.pricesmart.com,CA
862,Autodesk,ADSK,Computer Software,Technology,"San Rafael, CA",-,Carl Bass,0.35,8823,2512,82,,http://www.autodesk.com,CA
863,Affiliated Managers Group,AMG,Securities,Financials,"Prides Crossing, MA",-,Sean M. Healey,8.01,2900,2511,452,,http://www.amg.com,MA
864,Tops Holding,,Food and Drug Stores,Food & Drug Stores,"Williamsville, NY",-,Frank Curci,-,15100,2508,-15,,http://www.topsmarkets.com,NY
865,Dynegy,DYN,Energy,Energy,"Houston, TX",-,Robert C. Flexon,-2.65,1679,2497,-273,,http://www.dynegy.com,TX
866,DSW,DSW,Specialty Retailers: Apparel,Retailing,"Columbus, OH",-,Roger L. Rawlins,1.69,12000,2496,153,,http://www.dswinc.com,OH
867,Vishay Intertechnology,VSH,Semiconductors and Other Electronic Components,Technology,"Malvern, PA",-,Gerald Paul,0.77,22600,2493,118,,http://www.vishay.com,PA
868,Mettler-Toledo International,MTD,"Scientific,Photographic and Control Equipment",Technology,"Columbus, OH",-,Olivier A. Filliol,11.44,12550,2486,338,,http://www.mt.com,OH
869,SunEdison,SUNE,Semiconductors and Other Electronic Components,Technology,"Maryland Heights, MO",-,Ahmad R. Chatila,-4.4,7260,2484,-1180,,http://www.sunedison.com,MO
870,Tetra Tech,TTEK,"Engineering, Construction",Engineering & Construction,"Pasadena, CA",-,Dan L. Batrack,1.66,14000,2484,108,,http://www.tetratech.com,CA
871,Momentive Performance Materials,,Chemicals,Chemicals,"Waterford, NY",-,John G. Boss,-,4600,2476,-,,http://www.momentive.com,NY
872,EnerSys,ENS,"Electronics, Electrical Equip.",Industrials,"Reading, PA",-,John D. Craig,3.02,9500,2474,150,,http://www.enersys.com,PA
873,Donaldson,DCI,Industrial Machinery,Industrials,"Minneapolis, MN",-,Tod E. Carpenter,1.76,12500,2474,260,,http://www.donaldson.com,MN
874,EQT,EQT,Energy,Energy,"Pittsburgh, PA",-,David L. Porges,2.54,1750,2470,387,,http://www.eqt.com,PA
875,Monster Beverage,MNST,Beverages,"Food, Beverages & Tobacco","Corona, CA",-,Rodney C. Sacks,2.77,1650,2465,483,,http://www.monsterbevcorp.com,CA
876,PC Connection,PCCC,Specialty Retailers: Other,Retailing,"Merrimack, NH",-,Timothy J. McGrath,1.61,2047,2463,43,,http://www.pcconnection.com,NH
877,Total System Services,TSS,Financial Data Services,Business Services,"Columbus, GA",-,M. Troy Woods,1.72,9900,2463,323,,http://www.tsys.com,GA
878,ServiceMaster Global Holdings,SERV,Diversified Outsourcing Services,Business Services,"Memphis, TN",-,Robert J. Gillette,-0.5,13000,2463,-57,,http://www.servicemaster.com,TN
879,Medical Mutual of Ohio,,"Insurance: Life, Health (Mutual)",Financials,"Cleveland, OH",-,Richard A. Chiricosta,-,2124,2460,77,,http://www.medmutual.com,OH
880,Applied Industrial Technologies,AIT,Wholesalers: Diversified,Wholesalers,"Cleveland, OH",-,Neil A. Schrimsher,2.67,5472,2460,113,,http://www.applied.com,OH
881,Maxim Integrated Products,MXIM,Semiconductors and Other Electronic Components,Technology,"San Jose, CA",-,-,1.23,8812,2454,355,,http://www.maximintegrated.com,CA
882,OGE Energy,OGE,Utilities: Gas and Electric,Energy,"Oklahoma City, OK",-,Sean Trauschke,1.98,3329,2453,396,,http://www.oge.com,OK
883,A. Schulman,SHLM,Chemicals,Chemicals,"Fairlawn, OH",-,Bernard Rzepka,1.91,3900,2448,56,,http://www.aschulman.com,OH
884,Equinix,EQIX,Telecommunications,Telecommunications,"Redwood City, CA",-,Stephen M. Smith,-4.96,3866,2444,-260,,http://www.equinix.com,CA
885,Mednax,MD,Health Care: Pharmacy and Other Services,Health Care,"Sunrise, FL",-,Roger J. Medel,3.18,7550,2439,317,,http://www.mednax.com,FL
886,Equifax,EFX,Financial Data Services,Business Services,"Atlanta, GA",-,Richard F. Smith,2.97,7500,2436,367,,http://www.equifax.com,GA
887,CalAtlantic Group,CAA,Homebuilders,Engineering & Construction,"Irvine, CA",-,Larry T. Nicholson,0.54,1250,2435,216,,http://www.calatlantichomes.com,CA
888,Denbury Resources,DNR,"Mining, Crude-Oil Production",Energy,"Plano, TX",-,Phil Rykhoek,1.81,1523,2435,636,,http://www.denbury.com,TX
889,Cimarex Energy,XEC,"Mining, Crude-Oil Production",Energy,"Denver, CO",-,Thomas E. Jorden,5.78,991,2424,507,,http://www.cimarex.com,CO
890,Mutual of America Life Insurance,,"Insurance: Life, Health (Mutual)",Financials,"New York, NY",-,Thomas J. Moran,-,900,2420,63,,http://www.mutualofamerica.com,NY
891,Guess,GES,Apparel,Apparel,"Los Angeles, CA",-,Victor Herrero,1.11,13700,2418,95,,http://www.guess.com,CA
892,Post Holdings,POST,Food Consumer Products,"Food, Beverages & Tobacco","St. Louis, MO",-,Robert V. Vitale,-9.03,7950,2411,-343,,http://www.postholdings.com,MO
893,HealthSouth,HLS,Health Care: Medical Facilities,Health Care,"Birmingham, AL",-,Jay Grinney,2.29,23250,2406,222,,http://www.healthsouth.com,AL
894,Ferrellgas Partners,FGP,Energy,Energy,"Overland Park, KS",-,Stephen L. Wambold,0.41,3922,2406,33,,http://www.ferrellgas.com,KS
895,KB Home,KBH,Homebuilders,Engineering & Construction,"Los Angeles, CA",-,Jeffrey T. Mezger,9.25,1590,2401,918,,http://www.kbhome.com,CA
896,Boston Properties,BXP,Real estate,Financials,"Boston, MA",-,Owen D. Thomas,2.83,750,2397,444,,http://www.bostonproperties.com,MA
897,Trimble Navigation,TRMB,"Scientific,Photographic and Control Equipment",Technology,"Sunnyvale, CA",-,Steven W. Berglund,0.81,8217,2396,214,,http://www.trimble.com,CA
898,Teledyne Technologies,TDY,"Scientific,Photographic and Control Equipment",Technology,"Thousand Oaks, CA",-,Robert Mehrabian,5.75,9800,2394,218,,http://www.teledyne.com,CA
899,Acuity Brands,AYI,"Electronics, Electrical Equip.",Industrials,"Atlanta, GA",-,Vernon J. Nagel,4.05,7000,2394,176,,http://www.acuitybrands.com,GA
900,Skechers U.S.A.,SKX,Apparel,Apparel,"Manhattan Beach, CA",-,Robert Greenberg,2.72,5358,2387,139,,http://www.skx.com,CA
901,Xilinx,XLNX,Semiconductors and Other Electronic Components,Technology,"San Jose, CA",-,Moshe N. Gavrielov,2.19,3500,2383,630,,http://www.xilinx.com,CA
902,Plexus,PLXS,Semiconductors and Other Electronic Components,Technology,"Neenah, WI",-,Dean A. Foate,2.52,12000,2378,87,,http://www.plexus.com,WI
903,Newfield Exploration,NFX,"Mining, Crude-Oil Production",Energy,"The Woodlands, TX",-,Lee K. Boothby,6.52,1331,2378,900,,http://www.newfield.com,TX
904,TransDigm Group,TDG,Aerospace and Defense,Aerospace & Defense,"Cleveland, OH",-,W. Nicholas Howley,3.16,7300,2373,307,,http://www.transdigm.com,OH
905,Kar Auction Services,KAR,Wholesalers: Diversified,Wholesalers,"Carmel, IN",-,James P. Hallett,1.19,11025,2365,169,,http://www.karauctionservices.com,IN
906,Mueller Industries,MLI,Industrial Machinery,Industrials,"Memphis, TN",-,Gregory L. Christopher,1.79,3850,2364,102,,http://www.muellerindustries.com,TN
907,Zions Bancorp.,ZION,Commercial Banks,Financials,"Salt Lake City, UT",-,Harris H. Simmons,1.68,10462,2362,399,,http://www.zionsbancorporation.com,UT
908,Insperity,NSP,Diversified Outsourcing Services,Business Services,"Kingwood, TX",-,Paul J. Sarvadi,1.05,2300,2358,28,,http://www.insperity.com,TX
909,XPO Logistics,XPO,Transportation and Logistics,Transportation,"Greenwich, CT",-,Bradley S. Jacobs,-2,10100,2357,-64,,http://www.xpo.com,CT
910,Sears Hometown & Outlet Stores,SHOS,Specialty Retailers: Other,Retailing,"Hoffman Estates, IL",-,William A. Powell,-7.45,2544,2356,-169,,http://www.shos.com,IL
911,A.O. Smith,AOS,"Electronics, Electrical Equip.",Industrials,"Milwaukee, WI",-,Ajita G. Rajendra,2.28,12359,2356,208,,http://www.aosmith.com,WI
912,Alliance One International,AOI,Tobacco,"Food, Beverages & Tobacco","Morrisville, NC",-,J. Pieter Sikkel,-0.99,8471,2355,-87,,http://www.aointl.com,NC
913,Take-Two Interactive Software,TTWO,Computer Software,Technology,"New York, NY",-,Strauss H. Zelnick,3.2,2530,2351,362,,http://www.take2games.com,NY
914,hhgregg,HGG,Specialty Retailers: Other,Retailing,"Indianapolis, IN",-,Dennis L. May,0.01,5612,2339,-,,http://www.hhgregg.com,IN
915,RPC,RES,"Oil and Gas Equipment, Services",Energy,"Atlanta, GA",-,Richard A. Hubbell,1.14,4500,2337,245,,http://www.rpc.net,GA
916,NewMarket,NEU,Chemicals,Chemicals,"Richmond, VA",-,Thomas E. Gottwald,18.38,1866,2335,233,,http://www.newmarket.com,VA
917,Beacon Roofing Supply,BECN,Wholesalers: Diversified,Wholesalers,"Herndon, VA",-,Paul M. Isabella,1.08,3179,2327,54,,http://www.becn.com,VA
918,Edwards Lifesciences,EW,Medical Products and Equipment,Health Care,"Irvine, CA",-,Michael A. Mussallem,7.48,9100,2323,811,,http://www.edwards.com,CA
919,Triple-S Management,GTS,Health Care: Insurance and Managed Care,Health Care,"San Juan, PR",-,Roberto García-Rodríguez,2.41,3519,2320,66,,http://www.triplesmanagement.com,PR
920,Hawaiian Holdings,HA,Airlines,Transportation,"Honolulu, HI",-,Mark B. Dunkerley,1.1,5380,2315,69,,http://www.hawaiianairlines.com,HI
921,Heartland Payment Systems,HPY,Financial Data Services,Business Services,"Princeton, NJ",-,Robert O. Carr,0.91,3734,2311,34,,http://www.heartlandpaymentsystems.com,NJ
922,Belden,BDC,"Electronics, Electrical Equip.",Industrials,"St. Louis, MO",-,John S. Stroup,1.69,8100,2308,74,,http://www.belden.com,MO
923,Magellan Midstream Partners,MMP,Pipelines,Energy,"Tulsa, OK",-,Michael N. Mears,3.69,1565,2304,840,,http://www.magellanlp.com,OK
924,Outerwall,OUTR,Specialty Retailers: Other,Retailing,"Bellevue, WA",-,Erik E. Prusch,5.15,2760,2303,107,,http://www.outerwall.com,WA
925,KapStone Paper & Packaging,KS,"Packaging, Containers",Materials,"Northbrook, IL",-,Matthew Kaplan,1.76,4628,2301,172,,http://www.kapstonepaper.com,IL
926,Alliance Holdings,AHGP,"Mining, Crude-Oil Production",Energy,"Tulsa, OK",-,Joseph W. Craft III,4.75,4439,2300,284,,http://www.ahgp.com,OK
927,Skyworks Solutions,SWKS,Semiconductors and Other Electronic Components,Technology,"Woburn, MA",-,David J. Aldrich,2.38,5550,2292,458,,http://www.skyworksinc.com,MA
928,Ciena,CIEN,Network and Other Communications Equipment,Technology,"Hanover, MD",-,Gary B. Smith,-0.38,5161,2288,-41,,http://www.ciena.com,MD
929,Granite Construction,GVA,"Engineering, Construction",Engineering & Construction,"Watsonville, CA",-,James H. Roberts,0.64,3000,2275,25,,http://www.graniteconstruction.com,CA
930,Education Management,EDMC,Education,Business Services,"Pittsburgh, PA",-,Edward H. West,-5.29,15900,2273,-664,,http://www.edmc.edu,PA
931,Party City Holdings,,Specialty Retailers: Other,Retailing,"Elmsford, NY",-,James M. Harrison,-,12670,2271,71,,http://www.partycity.com,NY
932,HCP,HCP,Real estate,Financials,"Irvine, CA",-,Lauralee E. Martin,2,170,2268,922,,http://www.hcpi.com,CA
933,Parexel International,PRXL,Health Care: Pharmacy and Other Services,Health Care,"Waltham, MA",-,Josef H. von Rickenbach,2.25,15560,2266,129,,http://www.parexel.com,MA
934,Delta Tucker Holdings,,Aerospace and Defense,Aerospace & Defense,"McLean, VA",-,Lewis F. Von Thaer,-,13700,2252,-270,,http://www.dyn-intl.com,VA
935,Pinnacle Entertainment,PNK,"Hotels, Casinos, Resorts","Hotels, Resturants & Leisure","Las Vegas, NV",-,Anthony M. Sanfilippo,0.71,14738,2252,44,,http://www.pnkinc.com,NV
936,Stifel Financial,SF,Securities,Financials,"St. Louis, MO",-,Ronald J. Kruszewski,2.31,6223,2250,176,,http://www.stifel.com,MO
937,Pool,POOL,Wholesalers: Diversified,Wholesalers,"Covington, LA",-,Manuel J. Perez de la Mesa,2.44,3700,2247,111,,http://www.poolcorp.com,LA
938,Olin,OLN,Chemicals,Chemicals,"Clayton, MO",-,Joseph D. Rupp,1.33,3900,2241,106,,http://www.olin.com,MO
939,Knights of Columbus,,"Insurance: Life, Health (Mutual)",Financials,"New Haven, CT",-,Carl A. Anderson,-,945,2239,115,,http://www.kofc.org,CT
940,PerkinElmer,PKI,"Scientific,Photographic and Control Equipment",Technology,"Waltham, MA",-,Robert F. Friel,1.39,7700,2238,158,,http://www.perkinelmer.com,MA
941,Alexion Pharmaceuticals,ALXN,Pharmaceuticals,Health Care,"Cheshire, CT",-,David L. Hallal,3.26,2273,2234,657,,http://www.alexion.com,CT
942,IHS,IHS,Financial Data Services,Business Services,"Englewood, CO",-,Jerre L. Stead,2.81,8800,2231,195,,http://www.ihs.com,CO
943,Oil States International,OIS,"Oil and Gas Equipment, Services",Energy,"Houston, TX",-,Cindy B. Taylor,3.31,5290,2224,179,,http://www.oilstatesintl.com,TX
944,HNI,HNI,"Home Equipment, Furnishings",Household Products,"Muscatine, IA",-,Stanley A. Askren,1.35,10700,2223,62,,http://www.hnicorp.com,IA
945,LinkedIn,LNKD,Internet Services and Retailing,Technology,"Mountain View, CA",-,Jeffrey Weiner,-0.13,6897,2219,-16,,http://www.linkedin.com,CA
946,Diplomat Pharmacy,DPLO,Food and Drug Stores,Food & Drug Stores,"Flint, MI",-,Philip P. Hagerman,0.11,1068,2215,5,,http://www.diplomat.is,MI
947,Brocade Communications Systems,BRCD,Network and Other Communications Equipment,Technology,"San Jose, CA",-,Lloyd A. Carney,0.53,4161,2211,238,,http://www.brocade.com,CA
948,Greenbrier Cos.,GBX,Transportation Equipment,Transportation,"Lake Oswego, OR",-,William A. Furman,3.44,9244,2204,112,,http://www.gbrx.com,OR
949,AMC Networks,AMCX,Entertainment,Media,"New York, NY",-,Joshua W. Sapan,3.58,1898,2198,261,,http://www.amcnetworks.com,NY
950,Kemper,KMPR,Insurance: Property and Casualty (Stock),Financials,"Chicago, IL",-,Joseph P. Lacher Jr.,2.12,5350,2197,115,,http://www.kemper.com,IL
951,Ocwen Financial,OCN,Diversified Financials,Financials,"Atlanta, GA",-,Ronald M. Faris,1.32,10100,2197,187,,http://www.ocwen.com,GA
952,Public Storage,PSA,zMiscellaneous,Business Services,"Glendale, CA",-,Ronald L. Havner Jr.,5.25,5300,2195,1144,,http://www.publicstorage.com,CA
953,TriNet Group,TNET,Diversified Outsourcing Services,Business Services,"San Leandro, CA",-,Burton M. Goldfield,0.22,2057,2194,16,,http://www.trinet.com,CA
954,Chemtura,CHMT,Chemicals,Chemicals,"Philadelphia, PA",-,Craig A. Rogerson,8.34,2700,2190,763,,http://www.chemtura.com,PA
955,Symetra Financial,SYA,"Insurance: Life, Health (stock)",Financials,"Bellevue, WA",-,Thomas M. Marra,2.19,1400,2182,254,,http://www.symetra.com,WA
956,Tower International,TOWR,Motor Vehicles and Parts,Motor Vehicles & Parts,"Livonia, MI",-,Mark M. Malcolm,1.01,7800,2182,22,,http://www.towerinternational.com,MI
957,Meritage Homes,MTH,Homebuilders,Engineering & Construction,"Scottsdale, AZ",-,Steven J. Hilton,3.46,1321,2180,142,,http://www.meritagehomes.com,AZ
958,MarkWest Energy Partners,MWE,Pipelines,Energy,"Denver, CO",-,Frank M. Semple,0.72,1404,2176,134,,http://www.markwest.com,CO
959,Bio-Rad Laboratories,BIO,Medical Products and Equipment,Health Care,"Hercules, CA",-,Norman Schwartz,3.05,7600,2175,89,,http://www.bio-rad.com,CA
960,TrueBlue,TBI,Temporary Help,Business Services,"Tacoma, WA",-,Steven C. Cooper,1.59,5000,2174,66,,http://www.trueblue.com,WA
961,Cabot Oil & Gas,COG,"Mining, Crude-Oil Production",Energy,"Houston, TX",-,Dan O. Dinges,0.25,691,2173,105,,http://www.cabotog.com,TX
962,Carpenter Technology,CRS,Metals,Materials,"Wyomissing, PA",-,Tony R. Thene,2.47,4900,2173,133,,http://www.cartech.com,PA
963,Toro,TTC,Construction and Farm Machinery,Industrials,"Bloomington, MN",-,Michael J. Hoffman,3.02,6134,2173,174,,http://www.thetorocompany.com,MN
964,American Equity Investment Life Holding,AEL,"Insurance: Life, Health (stock)",Financials,"West Des Moines, IA",-,John M. Matovina,1.58,418,2169,126,,http://www.american-equity.com,IA
965,Express,EXPR,Specialty Retailers: Apparel,Retailing,"Columbus, OH",-,David G. Kornberg,0.81,18000,2166,68,,http://www.express.com,OH
966,Eastman Kodak,KODK,"Scientific,Photographic and Control Equipment",Technology,"Rochester, NY",-,Jeffrey J. Clarke,-2.95,7300,2163,-123,,http://www.kodak.com,NY
967,Hain Celestial Group,HAIN,Food Consumer Products,"Food, Beverages & Tobacco","Lake Success, NY",-,Irwin D. Simon,1.4,4400,2154,140,,http://www.hain.com,NY
968,Nationstar Mortgage Holdings,NSM,Diversified Financials,Financials,"Coppell, TX",-,Jay Bray,2.45,5500,2153,221,,http://www.nationstarmtg.com,TX
969,IDEX,IEX,Industrial Machinery,Industrials,"Lake Forest, IL",-,Andrew K. Silvernail,3.45,6712,2148,279,,http://www.idexcorp.com,IL
970,Popular,BPOP,Commercial Banks,Financials,"Hato Rey, PR",-,Richard L. Carri_n,-3.08,7752,2143,-314,,http://www.popular.com,PR
